"","avg_1","avg_2","avg_3","med_1","med_2","med_3","var_1","var_2","var_3"
"154",988.764423076923,230.653846153846,141.819711538462,399.5,88.5,58,2300030.26244208,143759.075069509,41970.8035623262
"155",924.463942307692,207.923076923077,133.598557692308,390,89,56.5,1696037.97460032,80863.5796107507,34796.4529135774
"156",1022,206.454326923077,143.951923076923,329.5,76,54,2753955.40722892,105857.511161956,43170.9711770158
"157",1030.32451923077,225.310096153846,131.201923076923,423.5,93.5,57,1796341.26551784,94754.5662592678,29121.5784059314
"158",989.677884615385,214.951923076923,129.810096153846,368.5,91.5,55.5,2007879.68876274,87019.4145505097,31147.5758978221
"159",1012.0625,225.204326923077,141.115384615385,406,85,57,2202033.10933735,107235.507547498,38440.2179796108
"160",1009.56009615385,212.644230769231,125.524038461538,424,98.5,54.5,2377897.01324722,80833.2128822984,28106.9199026877
"161",951.875,221.240384615385,140.497596153846,405.5,85,48.5,1827933.64216867,95280.8914735867,48220.0867411955
"162",972.6875,200.742788461538,122.716346153846,386,75.5,54,1742054.74066265,74628.7023575069,28916.0735634847
"163",947.591346153846,240.15625,135.716346153846,400.5,90.5,53.5,1741491.01332252,118558.185165663,35705.2012743281
"164",920.276442307692,215.341346153846,134.545673076923,356,83,53,1752828.43664852,100885.762720111,34080.6581499073
"165",936.834134615385,215.456730769231,131.088942307692,353.5,89,60,1754008.17724166,91167.1981232623,31206.3270099629
"166",1004.66105769231,209.961538461538,147.259615384615,383.5,80.5,53.5,1824339.24628707,102001.318999073,46851.9661723818
"167",1037.42548076923,214.40625,126.96875,375.5,90.5,52,2179742.1631082,93867.142996988,29682.3676957831
"168",950.233173076923,227.956730769231,149.552884615385,471.5,92.5,66,1512662.55031858,82794.8366774792,37973.274304912
"169",907.579326923077,226.295673076923,135.076923076923,406,87,50,1455088.2201981,106930.926824606,36328.9820203893
"170",956.805288461538,219.069711538462,135.170673076923,426,97,57,1557439.28006835,84750.7445261816,30182.7009209917
"171",992.432692307692,216.399038461538,128.947115384615,393.5,90,51,2237335.15690454,93604.9632761816,30706.9996061168
"172",1017.66586538462,216.855769230769,130.737980769231,408.5,90,60,1739399.13386817,93417.4490268767,29611.3167226599
"173",963.990384615385,195.341346153846,139.995192307692,449,80.5,62,1723369.69147359,60331.488021316,33921.6626274328
"174",971.713942307692,221.560096153846,134.182692307692,422,94.5,55.5,1602529.14929912,90479.8566207136,26599.0412418906
"175",1018.55769230769,216.459134615385,139.319711538462,410,85.5,60.5,2110470.16533828,91833.0730247915,34749.0421165431
"176",1022.56009615385,211.524038461538,134.495192307692,421,86,58,2050894.01083758,82340.8090593142,33059.6578081557
"177",917.444711538462,219.605769230769,132.1875,361,96.5,55.5,1694027.07163462,90383.2466172382,33665.0876506024
"178",942.050480769231,214.59375,150.463942307692,425.5,93,64.5,1545332.17334917,92889.2538403614,42166.7264075533
"179",1020.57932692308,217.858173076923,133.262019230769,423,93.5,60,1817037.47321015,90598.9171860519,29818.4878069972
"180",944.894230769231,214.699519230769,130.625,444,87.5,52,1640010.19119555,83612.4853973587,31102.2879518072
"181",1011.03365384615,210.711538461538,132.076923076923,440.5,90,55,1832050.42296108,89449.7623725672,29753.6663577386
"182",992.879807692308,239.971153846154,139.146634615385,428,98.5,53,1792570.36624189,105333.979888786,40193.0603741891
"183",962.21875,225.314903846154,137.019230769231,434,86.5,61,2066080.59540663,85936.6066207136,33219.9658943466
"184",939.846153846154,215.1875,130.745192307692,402,92,58.5,1893622.93531047,78429.2707831325,33484.7397358665
"185",972.475961538462,220.002403846154,136.651442307692,381,92.5,58.5,1932711.64279425,96133.0289098702,36078.468576228
"186",958.588942307692,219.526442307692,129.826923076923,433,85,56.5,1501183.76556418,83401.9655641798,28878.2735866543
"187",955.598557692308,210.524038461538,134.411057692308,408.5,91,53.5,1784735.09387743,84157.3873725672,34338.4739979147
"188",964.362980769231,226.65625,135.132211538462,372.5,83.5,52,1904576.06792748,111855.720105422,37550.3897069045
"189",939.283653846154,214.973557692308,131.644230769231,456.5,90,55,1667475.71693698,90939.6499015292,29633.3622798888
"190",969.415865384615,206.141826923077,130.334134615385,377.5,78,56,1895882.28688021,101708.194294486,33885.447121177
"191",946.709134615385,215.242788461538,121.329326923077,424,94.5,55,1664252.298326,71216.2662129286,22053.715378823
"192",989.908653846154,216.740384615385,141.605769230769,387.5,102,56,2121640.53621409,86319.3011121409,38303.6851714551
"193",957.125,222.658653846154,140.502403846154,395.5,92,61.5,1452740.09036145,86559.1362140871,36837.4505966172
"194",970.012019230769,209.278846153846,135.826923076923,384,86.5,57,1827592.01190338,74938.8666357739,32060.5627432808
"195",957.28125,224.9375,140.269230769231,423,87,60.5,1728555.1375753,101338.188855422,35612.4333642261
"196",884.194711538462,210.399038461538,127.512019230769,407,87.5,51,1333287.31862257,86740.2403846154,30097.0311804912
"197",1001.34134615385,222.057692307692,128.759615384615,426,87.5,51,1605065.09284059,91989.2207599629,29703.2962928638
"198",905.680288461538,214.237980769231,137.725961538462,359,87,49,1742407.25898401,84164.8468431418,39676.5897822057
"199",991.497596153846,207.867788461538,131.444711538462,391.5,95,55.5,1831966.0867412,77652.1198273865,34016.7150081094
"200",985.783653846154,215.581730769231,145.189903846154,381.5,90.5,58.5,1969920.83018999,94952.0704124189,46878.4674640871
"201",976.401442307692,213.146634615385,139.317307692308,376,80.5,58,1908888.74688948,81279.5663982854,41114.0822057461
"202",973.28125,217.295673076923,137.670673076923,397.5,87.5,57,1768422.93034639,93094.1171860519,33617.1708005097
"203",926.026442307692,214.504807692308,133.564903846154,354.5,92,57.5,1670357.04267261,95108.693952734,41291.5283074606
"204",936.480769230769,222.34375,130.757211538462,404.5,85,57,1643405.08396664,89915.3923945783,30698.4059719648
"205",915.658653846154,221.543269230769,141.137019230769,426,84,58,1271376.46633457,117849.829448563,40043.5643130213
"206",979.413461538462,206.483173076923,139.949519230769,427.5,88,61,1533633.90574606,66334.6792342447,29230.6600961538
"207",951.040865384615,214.608173076923,133.548076923077,406,78.5,49.5,1745923.96218142,97755.1979089435,37718.7205746061
"208",954.245192307692,220.622596153846,134.064903846154,399,84,61,2085943.21202502,97634.890958063,33874.8415604727
"209",950.487980769231,213.199519230769,137.860576923077,428,87,68,1506354.25527688,90111.2203371177,33097.262442076
"210",1019.38461538462,224.509615384615,132.353365384615,431,92.5,55,1787513.71195551,93463.5999073216,32253.8772416589
"211",970.701923076923,227.615384615385,136.639423076923,382,94.5,60,2256839.89647822,98546.4155699722,37076.1732854495
"212",965.514423076923,213.266826923077,137.463942307692,397,97,53.5,1956679.40220111,82264.0274270158,35396.5143593605
"213",1012.58894230769,226.245192307692,132.079326923077,406,99.5,53.5,2095125.83785334,102776.392747915,36046.0973065338
"214",905.475961538462,223.413461538462,122.569711538462,379,91.5,55.5,1510071.52231233,103697.472011121,21801.18067076
"215",923.990384615385,222.639423076923,132.713942307692,411.5,90,53,1652002.15412419,91357.1515987025,37926.6529135774
"216",980.992788461538,236.822115384615,134.293269230769,404.5,86.5,54,2052550.52765871,137307.746594069,36415.696918443
"217",959.055288461538,222.278846153846,132.242788461538,362.5,82,51,2192593.84030931,98870.9148285449,38762.5119960612
"218",938.721153846154,225.028846153846,133.451923076923,433,91.5,61.5,1488470.37988879,103729.9557924,33687.8434661724
"219",1011.27644230769,218.882211538462,146.896634615385,408,103.5,58.5,1726617.55472081,78343.0198273865,39715.62543443
"220",971.252403846154,228.129807692308,129.879807692308,461,87.5,59,1771467.21565686,110722.4168443,30158.7662418906
"221",1095.05769230769,220.322115384615,133.78125,448,81,52.5,2851162.64726599,103321.322497683,38444.4122740964
"222",1035.07932692308,213.920673076923,133.899038461538,392,88,51.5,2189573.66839087,80622.0635715941,32515.1174930491
"223",945.252403846154,215.4375,134.274038461538,398,93.5,60,1681026.43975324,79870.425,30351.890987025
"224",968.649038461538,225.711538461538,139.007211538462,384.5,91.5,55,1668172.36809546,98746.9623725672,35932.5083816033
"225",977.245192307692,224.014423076923,136.90625,374.5,89,48.5,1911071.3228684,102558.476899907,34119.2610692771
"226",977.216346153846,230.865384615385,139.560096153846,430,83.5,58.5,1775144.78199722,97416.4878591288,36317.3505966172
"227",898.064903846154,225.466346153846,134.377403846154,371.5,83.5,56,1394355.59818698,101534.384406858,28885.8885484245
"228",932.519230769231,202.514423076923,136.432692307692,379,89,54.5,1513284.8381835,70695.5564179796,36670.4195551436
"229",995.233173076923,233.290865384615,135.995192307692,394.5,101.5,59,1955402.45393304,110559.136880213,31017.7252780352
